"Points:0","Points:1","Points:2","T","U:0","U:1","U:2","Umag","alphat","epsilon","k","nut","p","p_rgh","rho"
21.974,-47.875,20,300,-1.2354,0.015655,0.15687,1.4086,0.22545,0.62421,0.98072,0.15643,1.0129e+05,-32.385,1.225
21.965,-49.167,20,300,1.5705,-1.5332,0.19432,2.8221,0.21148,1.1314,1.3004,0.14674,1.0129e+05,-31.347,1.225
40.098,-44.447,20,300,-2.3836,-0.20944,1.2376,2.7309,1.1593,0.34061,1.7869,0.80445,1.013e+05,-26.956,1.225
38.692,-44.466,20,300,-1.7919,-1.1056,1.4363,2.6594,1.0522,0.53643,2.1139,0.73008,1.013e+05,-26.108,1.225
40.277,-43.162,20,300,-2.2664,0.17977,1.3332,2.6653,1.2884,0.31745,1.8269,0.894,1.013e+05,-24.287,1.225
38.907,-43.193,20,300,-1.7007,-0.47315,1.4706,2.3747,1.1601,0.42867,2.0027,0.80496,1.013e+05,-23.166,1.225
39.739,-45.756,20,300,-2.3939,-0.86849,1.1,2.8556,1.0049,0.42433,1.8278,0.69725,1.0129e+05,-30.177,1.225
41.208,-45.765,20,300,-2.4088,0.22226,0.74864,2.6708,1.0726,0.29288,1.6033,0.74424,1.0129e+05,-31.191,1.225
41.503,-44.442,20,300,-2.5372,0.44469,1.0621,2.8315,1.1843,0.27951,1.6479,0.82174,1.013e+05,-27.646,1.225
41.642,-43.147,20,300,-2.4734,0.83223,1.164,2.8968,1.3097,0.28695,1.7558,0.9088,1.013e+05,-25.284,1.225
39.277,-48.224,20,300,-2.4559,-1.2517,0.26908,2.9036,0.94674,0.46703,1.8907,0.65692,1.0129e+05,-39.199,1.225
37.698,-49.501,20,300,-2.8989,-2.0171,-0.10115,3.6266,0.87053,0.74362,2.2727,0.60404,1.0128e+05,-44.405,1.225
40.805,-50.956,20,300,-0.47495,0.54103,-1.7591,2.6144,0.978,0.47618,1.9462,0.67861,1.0128e+05,-43.197,1.225
37.683,-50.87,20,300,-1.5751,-0.91858,-1.6004,3.0373,0.9801,0.78235,2.4583,0.68007,1.0128e+05,-45.427,1.225
40.828,-48.275,20,300,-1.948,-0.061191,-0.32761,2.3079,1.0018,0.3775,1.7523,0.6951,1.0129e+05,-39.426,1.225
43.916,-51.024,20,300,0.22554,1.6483,-1.3689,2.6547,0.85655,0.39664,1.6618,0.59434,1.0129e+05,-38.646,1.225
43.902,-53.736,20,300,3.9084,1.3921,-1.358,5.0346,0.60078,0.40122,1.3869,0.41687,1.0129e+05,-33.132,1.225
40.789,-53.667,20,300,2.3142,0.91379,-2.2117,4.2366,0.81521,0.50109,1.808,0.56566,1.0128e+05,-41.97,1.225
43.915,-48.382,20,300,-1.2971,1.6439,-0.25001,2.6069,0.9203,0.31936,1.5472,0.63858,1.0129e+05,-34.574,1.225
143.95,-55.001,20,300,4.9091,-0.82687,-2.7164,5.7286,0.232,0.32013,0.76837,0.16098,1.0129e+05,-33.901,1.225
145.45,-55.021,20,300,4.65,-0.52,-1.6365,5.0448,0.26631,0.43075,0.95865,0.18478,1.0129e+05,-36.672,1.225
144,-56.262,20,300,5.1229,-1.3319,-2.7149,6.01,0.25551,0.22438,0.67959,0.17729,1.0129e+05,-30.5,1.225
147.07,-57.449,20,300,5.071,-1.2454,-1.5419,5.6019,0.31379,0.26353,0.81169,0.21773,1.0129e+05,-34.284,1.225
144,-57.537,20,300,5.295,-1.7731,-2.579,6.2204,0.28527,0.17591,0.62595,0.19794,1.013e+05,-29.142,1.225
150.23,-56.969,20,300,4.995,-0.75318,-0.20656,5.1725,0.34035,0.30693,0.91913,0.23616,1.0129e+05,-37.022,1.225
150.19,-59.614,20,300,5.4333,-1.2802,-1.5359,5.8855,0.3208,0.18489,0.68917,0.2226,1.0129e+05,-33.186,1.225
147.08,-60.026,20,300,5.6214,-1.8371,-2.2353,6.3946,0.30013,0.1687,0.63415,0.20825,1.0129e+05,-31.727,1.225
143.99,-60.129,20,300,5.572,-2.6162,-2.4114,6.6695,0.33055,0.11175,0.53656,0.22936,1.013e+05,-26.062,1.225
137.98,-56.653,20,300,4.2893,-2.703,-1.139,5.2275,0.47473,0.10925,0.64562,0.3294,1.013e+05,-20.928,1.225
137.91,-59.37,20,300,5.1301,-3.4264,-1.4452,6.3555,0.44543,0.075732,0.52445,0.30908,1.0131e+05,-19.598,1.225
140.93,-57.078,20,300,4.6077,-2.316,-1.6899,5.4745,0.39438,0.13379,0.64912,0.27365,1.013e+05,-23.879,1.225
140.89,-59.742,20,300,5.2658,-3.0676,-1.8909,6.4269,0.40184,0.084149,0.5211,0.27883,1.013e+05,-22.136,1.225
142.47,-57.406,20,300,5.0289,-2.0549,-2.3431,5.9717,0.31851,0.15317,0.625,0.22101,1.013e+05,-26.463,1.225
137.23,-48.724,20,300,0.79931,-0.27234,-0.50482,1.2206,0.48976,0.37738,1.1368,0.33983,1.0131e+05,-16.679,1.225
135.75,-48.702,20,300,1.2092,-0.37896,0.1261,1.3258,0.62927,0.18058,0.95763,0.43664,1.0131e+05,-16.848,1.225
137.01,-47.37,20,300,0.68862,0.27885,-0.40369,1.0068,0.51312,0.31198,1.1038,0.35604,1.0131e+05,-16.677,1.225
134.03,-45.981,20,300,1.5625,0.054264,0.11408,1.8031,0.67671,0.14695,0.90089,0.46956,1.0131e+05,-18.639,1.225
136.93,-46.023,20,300,0.59684,0.84766,-0.14451,1.2384,0.55059,0.27613,1.0703,0.38204,1.0131e+05,-17.589,1.225
134.27,-48.693,20,300,1.8201,-0.81062,-0.1085,2.0582,0.67213,0.14048,0.87825,0.46637,1.0131e+05,-17.266,1.225
131.11,-45.96,20,300,2.3982,-0.94603,-0.10995,2.6692,0.64582,0.11981,0.79534,0.44812,1.0131e+05,-19.109,1.225
131.1,-43.212,20,300,1.6715,-0.11627,0.45287,2.1469,0.68057,0.11908,0.81326,0.47223,1.013e+05,-22.109,1.225
134.02,-43.254,20,300,0.8504,1.0981,0.49305,1.8562,0.67978,0.14739,0.90228,0.47168,1.013e+05,-21.02,1.225
131.3,-48.73,20,300,2.7698,-1.8975,-0.5021,3.4235,0.60415,0.10462,0.71913,0.41921,1.0131e+05,-17.83,1.225
135.06,-51.306,20,300,2.3933,-1.6147,-0.32373,2.9222,0.62609,0.13843,0.83759,0.43443,1.0131e+05,-17.147,1.225
131.88,-51.319,20,300,3.2192,-2.4991,-0.86333,4.1758,0.56766,0.096689,0.67004,0.39389,1.0131e+05,-16.937,1.225
134.97,-53.978,20,300,3.4704,-2.4305,-0.78985,4.3268,0.55044,0.11919,0.72688,0.38193,1.0131e+05,-17.463,1.225
131.83,-54.004,20,300,4.0265,-3.2036,-1.1996,5.2928,0.49527,0.083962,0.58366,0.34366,1.0131e+05,-15.575,1.225
134.64,-50.084,20,300,1.8555,-1.1803,-0.065046,2.2159,0.65642,0.14379,0.87858,0.45548,1.0131e+05,-16.951,1.225
156.3,-53.973,20,300,1.8815,0.57683,2.1936,3.1567,0.47716,0.41692,1.2738,0.33109,1.0129e+05,-33.012,1.225
154.79,-53.996,20,300,1.7444,0.2482,2.2199,3.0187,0.49814,0.42978,1.3246,0.34565,1.0129e+05,-35.248,1.225
156.28,-55.309,20,300,3.3234,0.39486,2.0251,3.9386,0.43091,0.30257,1.0322,0.299,1.0129e+05,-32.602,1.225
153.27,-55.31,20,300,3.9638,-0.08748,1.959,4.4812,0.41705,0.42312,1.196,0.28938,1.0129e+05,-35.553,1.225
153.25,-56.657,20,300,4.5857,-0.14485,0.84126,4.7924,0.37059,0.27506,0.91021,0.25714,1.0129e+05,-35.018,1.225
156.29,-56.656,20,300,4.0849,0.1728,1.2173,4.3622,0.38962,0.23335,0.85794,0.27035,1.0129e+05,-33.058,1.225
153.22,-59.362,20,300,5.0299,-0.66732,-0.86638,5.2462,0.34138,0.18928,0.72306,0.23687,1.0129e+05,-33.474,1.225
151.7,-56.651,20,300,4.8169,-0.43026,0.75614,4.9702,0.35663,0.31039,0.94925,0.24746,1.0129e+05,-36.463,1.225
156.29,-59.362,20,300,4.5256,-0.34952,-0.26506,4.6588,0.35369,0.16906,0.69626,0.24542,1.0129e+05,-32.05,1.225
162.42,-60.02,20,300,3.3281,-0.53785,0.49644,3.6773,0.37359,0.13161,0.63092,0.25923,1.013e+05,-26.518,1.225
159.32,-59.6,20,300,3.9407,-0.36258,0.19878,4.14,0.35804,0.14339,0.64563,0.24844,1.013e+05,-29.39,1.225
162.44,-57.442,20,300,2.9979,-0.0334,1.1269,3.2526,0.40633,0.14149,0.68566,0.28194,1.013e+05,-25.12,1.225
159.3,-56.953,20,300,3.6072,0.11865,1.2511,3.877,0.38531,0.15936,0.70781,0.26736,1.013e+05,-28.847,1.225
160.89,-57.255,20,300,3.2707,0.091525,1.308,3.564,0.39297,0.14374,0.68014,0.27267,1.013e+05,-26.692,1.225
157.83,-56.649,20,300,3.7342,0.24872,1.4732,4.0776,0.39257,0.19714,0.79482,0.2724,1.0129e+05,-31.021,1.225
171.56,-56.646,20,300,1.4319,-0.080234,0.51155,1.5832,0.59836,0.14574,0.84025,0.41519,1.0131e+05,-18.109,1.225
171.62,-59.366,20,300,1.9134,-0.68375,0.38826,2.2868,0.55539,0.15082,0.82093,0.38537,1.0131e+05,-18.96,1.225
174.67,-56.672,20,300,1.687,-0.050828,-0.071453,1.8458,0.66356,0.16359,0.9286,0.46043,1.0131e+05,-17.662,1.225
174.71,-59.382,20,300,2.03,-0.56402,-0.10503,2.3097,0.62035,0.15751,0.88608,0.43044,1.0131e+05,-17.813,1.225
168.62,-59.756,20,300,2.2105,-0.6992,0.62256,2.6394,0.47838,0.13696,0.72622,0.33194,1.013e+05,-21.009,1.225
168.6,-57.089,20,300,1.82,-0.10779,0.77998,2.0227,0.51135,0.14017,0.76282,0.35481,1.013e+05,-19.998,1.225
170.02,-56.637,20,300,1.4934,-0.0034042,0.67991,1.6735,0.55665,0.13634,0.78557,0.38625,1.0131e+05,-18.773,1.225
165.51,-60.129,20,300,2.7433,-0.66079,0.6542,3.1782,0.41304,0.13212,0.66344,0.2866,1.013e+05,-23.699,1.225
165.48,-57.539,20,300,2.397,-0.090899,1.025,2.6555,0.44546,0.14471,0.72456,0.30909,1.013e+05,-22.673,1.225
167.02,-57.417,20,300,2.0793,-0.070184,0.91473,2.3034,0.47656,0.1424,0.74293,0.33068,1.013e+05,-21.254,1.225
11.991,-37.833,20,300,4.0735,-1.4298,0.85171,4.4324,0.17744,0.0092662,0.10476,0.12312,1.0138e+05,54.982,1.225
14.845,-37.88,20,300,2.5028,-1.3454,0.83399,3.0844,0.12283,0.032563,0.17104,0.085231,1.0139e+05,60.564,1.225
12.152,-35.132,20,300,4.2224,-0.53879,0.88236,4.3765,0.17961,0.0084926,0.10173,0.12463,1.0138e+05,55,1.225
14.976,-35.175,20,300,2.862,-0.13802,0.87185,3.0572,0.12878,0.027,0.16073,0.089356,1.0139e+05,60.991,1.225
17.617,-37.908,20,300,0.96554,-1.3435,0.79009,2.002,0.11815,0.053928,0.22869,0.081984,1.0139e+05,65.059,1.225
17.711,-35.197,20,300,1.1238,0.12033,0.82433,1.5343,0.11499,0.067975,0.25187,0.079789,1.0139e+05,66.13,1.225
16.369,-35.189,20,300,1.9773,0.18127,0.85955,2.226,0.11445,0.047528,0.20768,0.079413,1.0139e+05,64.234,1.225
38.987,-41.905,20,300,-1.5589,0.099165,1.4823,2.203,1.2458,0.37439,1.9434,0.86443,1.013e+05,-21.352,1.225
37.648,-40.608,20,300,-0.83348,0.41,1.5351,1.8302,1.0201,0.36738,1.7356,0.7078,1.0131e+05,-18.931,1.225
39.007,-40.589,20,300,-1.362,0.58228,1.443,2.1092,1.3376,0.31689,1.853,0.92812,1.013e+05,-20.245,1.225
38.91,-33.85,20,300,-0.25239,1.7685,1.0904,2.1024,1.1975,0.14979,1.2105,0.83095,1.0131e+05,-19.39,1.225
38.695,-32.469,20,300,0.010526,1.8304,0.96973,2.0795,1.0167,0.13369,1.0507,0.70544,1.0131e+05,-18.8,1.225
38.989,-35.206,20,300,-0.5207,1.6637,1.2063,2.1432,1.3264,0.17556,1.3803,0.92039,1.0131e+05,-19.586,1.225
37.631,-35.209,20,300,-0.3056,2.0043,1.2825,2.406,0.91923,0.18743,1.1709,0.63784,1.0131e+05,-18.868,1.225
37.486,-24.181,20,300,10.517,0.84058,0.88695,10.589,0.17118,0.44466,0.75952,0.11878,1.0131e+05,-16.154,1.225
37.547,-25.533,20,300,8.3403,0.44407,0.761,8.3905,0.36256,1.4906,2.0945,0.25157,1.0131e+05,-15.115,1.225
38.981,-24.219,20,300,10.476,0.89507,0.89593,10.553,0.16912,0.50758,0.83026,0.11735,1.0131e+05,-17.792,1.225
39.176,-26.965,20,300,3.3457,0.81201,0.7007,3.6456,0.53679,1.1587,2.2217,0.37247,1.0131e+05,-15.882,1.225
40.52,-24.137,20,300,9.7016,0.69547,0.86217,9.7664,0.22022,0.63142,1.0592,0.15281,1.0131e+05,-15.799,1.225
40.676,-26.925,20,300,4.6129,0.65048,0.65576,4.7723,0.54128,0.92217,1.9236,0.37558,1.0131e+05,-16.804,1.225
43.818,-21.671,20,300,10.45,0.34571,1.0413,10.512,0.090115,0.13982,0.3044,0.062529,1.0132e+05,-6.6896,1.225
42.292,-21.766,20,300,10.965,0.72469,1.0379,11.039,0.091339,0.063033,0.20947,0.063378,1.0132e+05,-8.3683,1.225
43.534,-24.067,20,300,9.1351,0.25316,0.84024,9.1829,0.25087,0.50703,1.0145,0.17407,1.0131e+05,-14.245,1.225
40.629,-21.746,20,300,11.329,0.93814,1.0179,11.414,0.095461,0.052001,0.19241,0.066238,1.0131e+05,-14.587,1.225
40.552,-22.941,20,300,11.359,0.9391,0.98873,11.442,0.088491,0.10874,0.26484,0.061402,1.0131e+05,-15.686,1.225
43.663,-26.9,20,300,4.649,0.3323,0.56928,4.734,0.65163,0.67425,1.7787,0.45215,1.0131e+05,-18.29,1.225
39.723,-31.021,20,300,0.32851,1.5573,0.74754,1.7681,1.0029,0.12894,1.0233,0.69592,1.0131e+05,-18.665,1.225
40.083,-32.458,20,300,-0.01665,1.4989,0.85204,1.7369,1.2918,0.13439,1.1935,0.89636,1.0131e+05,-19.398,1.225
38.279,-31.024,20,300,0.22378,1.858,0.89315,2.0789,0.6836,0.13676,0.83718,0.47434,1.0131e+05,-17.858,1.225
39.246,-29.732,20,300,0.66512,1.4623,0.69616,1.7701,0.67995,0.18026,0.97146,0.4718,1.0131e+05,-17.728,1.225
41.165,-31.024,20,300,0.38219,1.3393,0.66806,1.5577,1.1723,0.14338,1.1712,0.81342,1.0131e+05,-19.354,1.225
40.771,-29.721,20,300,0.91648,1.1594,0.59986,1.6854,0.89868,0.24022,1.2627,0.62357,1.0131e+05,-18.798,1.225
41.476,-32.445,20,300,-8.5069e-05,1.3036,0.78942,1.5625,1.4476,0.15877,1.3714,1.0045,1.013e+05,-20.01,1.225
125.14,-29.636,20,300,-2.3556,0.46356,-0.30814,2.4655,0.32527,0.047752,0.35548,0.2257,1.013e+05,-21.713,1.225
121.99,-29.768,20,300,-1.7708,-0.2809,0.065249,1.9011,0.32506,0.050093,0.36241,0.22555,1.013e+05,-20.233,1.225
125.08,-27.093,20,300,-2.5181,0.24301,-0.32662,2.5829,0.24957,0.026298,0.22827,0.17317,1.0131e+05,-19.879,1.225
121.94,-27.251,20,300,-2.0365,-0.14802,-0.052342,2.0855,0.26274,0.028933,0.24661,0.18231,1.0131e+05,-18.414,1.225
122.02,-32.386,20,300,-1.0948,-0.5906,0.22554,1.7975,0.40179,0.072193,0.4819,0.27879,1.013e+05,-21.472,1.225
118.9,-32.44,20,300,0.5273,-2.7306,-0.41142,3.1704,0.3003,0.12938,0.53458,0.20837,1.0131e+05,-19.409,1.225
118.85,-29.726,20,300,-0.39635,-1.6877,-0.20493,2.2078,0.25483,0.12083,0.46721,0.17682,1.0131e+05,-18.472,1.225
118.81,-27.127,20,300,-0.95354,-0.77233,-0.068561,1.6056,0.21818,0.091067,0.36264,0.15139,1.0131e+05,-16.651,1.225
114.05,-21.564,20,300,-0.46655,-1.1964,-0.10129,2.1104,0.12005,0.34799,0.49933,0.083301,1.0131e+05,-16.54,1.225
114.08,-22.831,20,300,0.33095,-2.5359,-0.96412,3.2462,0.11952,0.46481,0.64815,0.082934,1.0131e+05,-16.493,1.225
115.65,-21.986,20,300,-1.4752,0.12923,0.73311,1.6965,0.19483,0.075577,0.30529,0.13519,1.0131e+05,-17.041,1.225
115.67,-23.172,20,300,-1.3375,-0.10406,0.46177,1.6188,0.16594,0.18371,0.41135,0.11514,1.0131e+05,-17.645,1.225
114.09,-24.099,20,300,1.0358,-3.592,-1.5676,4.1824,0.12418,0.46731,0.68372,0.086167,1.0131e+05,-16.133,1.225
115.67,-24.385,20,300,-0.44009,-1.1895,-0.24643,2.1376,0.14972,0.25538,0.50192,0.10389,1.0131e+05,-17.029,1.225
115.69,-29.473,20,300,1.4466,-4.5032,-1.394,4.9571,0.19526,0.18826,0.54596,0.13549,1.0131e+05,-16.314,1.225
115.66,-26.956,20,300,0.79354,-3.2305,-1.1112,3.6254,0.16581,0.22213,0.53563,0.11505,1.0131e+05,-15.727,1.225
115.7,-32.252,20,300,1.9994,-5.3059,-1.5395,5.8877,0.21118,0.16621,0.53455,0.14653,1.0131e+05,-16.436,1.225
134.13,-40.471,20,300,-0.15127,1.7868,0.77912,2.0464,0.63745,0.13518,0.83455,0.44231,1.013e+05,-22.746,1.225
131.16,-40.432,20,300,0.52357,0.75472,0.95773,1.64,0.70293,0.10988,0.79436,0.48775,1.013e+05,-23.96,1.225
134.31,-39.052,20,300,-0.66062,1.8851,0.65059,2.1378,0.5482,0.15664,0.82306,0.38038,1.013e+05,-22.762,1.225
147.04,-28.921,20,300,-3.1203,0.65962,-0.70404,3.2755,0.39382,0.020508,0.25718,0.27326,1.013e+05,-23.319,1.225
143.96,-29.036,20,300,-2.8703,0.84077,-0.63632,3.0663,0.39086,0.018514,0.24319,0.27121,1.013e+05,-22.245,1.225
143.97,-31.348,20,300,-2.813,0.54102,-0.3739,2.8984,0.35939,0.018891,0.23582,0.24937,1.013e+05,-21.325,1.225
145.48,-31.299,20,300,-2.9695,0.3903,-0.42426,3.0327,0.35523,0.019217,0.2366,0.24649,1.013e+05,-21.925,1.225
147.05,-26.402,20,300,-3.1166,0.88823,-0.59417,3.3106,0.40929,0.01878,0.25055,0.284,1.013e+05,-24.364,1.225
150.19,-26.492,20,300,-3.2356,0.66787,-0.41248,3.3559,0.41851,0.019805,0.25989,0.2904,1.013e+05,-24.947,1.225
150.2,-29.115,20,300,-3.2768,0.48317,-0.65314,3.3887,0.39829,0.022816,0.27287,0.27636,1.013e+05,-23.718,1.225
143.92,-26.714,20,300,-2.8363,1.1244,-0.59808,3.121,0.41028,0.01672,0.23664,0.28468,1.013e+05,-23.498,1.225
140.89,-29.224,20,300,-2.5975,1.0795,-0.41568,2.8583,0.34421,0.02032,0.23307,0.23884,1.013e+05,-21.244,1.225
142.48,-31.473,20,300,-2.6123,0.64751,-0.21167,2.7078,0.33877,0.019842,0.23386,0.23506,1.013e+05,-20.535,1.225
137.83,-29.39,20,300,-2.4501,1.3817,-0.51753,2.8901,0.24856,0.031063,0.23415,0.17247,1.013e+05,-20.838,1.225
137.68,-26.636,20,300,-2.4654,1.3617,-0.43425,2.8522,0.3382,0.016463,0.2091,0.23467,1.013e+05,-21.455,1.225
140.81,-26.681,20,300,-2.611,1.2741,-0.55498,2.964,0.39065,0.015383,0.22126,0.27107,1.013e+05,-22.324,1.225
156.35,-29.535,20,300,-3.1773,0.10557,-0.41088,3.2247,0.39541,0.029487,0.30904,0.27436,1.013e+05,-23.012,1.225
156.32,-32.254,20,300,-2.9807,0.00024245,-0.47426,3.0262,0.38993,0.032208,0.32077,0.27056,1.013e+05,-22.378,1.225
153.25,-29.521,20,300,-3.2959,0.30284,-0.54601,3.3711,0.39843,0.025851,0.2905,0.27646,1.013e+05,-23.566,1.225
154.79,-32.272,20,300,-3.0864,-0.004009,-0.4559,3.1275,0.37691,0.029875,0.30383,0.26153,1.013e+05,-22.592,1.225
153.26,-26.812,20,300,-3.3581,0.38476,-0.33634,3.4135,0.4054,0.022624,0.27314,0.2813,1.013e+05,-24.633,1.225
156.38,-26.838,20,300,-3.248,0.027887,-0.17002,3.2847,0.40183,0.02478,0.28366,0.27882,1.013e+05,-24.213,1.225
159.41,-29.179,20,300,-2.9366,-0.050405,-0.23724,2.9667,0.38576,0.033706,0.32592,0.26767,1.013e+05,-22.217,1.225
157.86,-32.218,20,300,-2.8418,-0.040236,-0.47115,2.8885,0.39045,0.034967,0.33457,0.27093,1.013e+05,-22.004,1.225
159.48,-26.628,20,300,-3.1016,-0.24461,-0.069517,3.1343,0.3761,0.029378,0.29862,0.26097,1.013e+05,-23.076,1.225
162.67,-26.595,20,300,-2.884,-0.5518,0.054196,2.9613,0.35024,0.032681,0.30258,0.24302,1.013e+05,-22.439,1.225
162.58,-28.93,20,300,-2.5921,-0.20099,-0.065552,2.6213,0.37124,0.038548,0.34128,0.2576,1.013e+05,-21.359,1.225
173.87,-32.404,20,300,-0.20265,-0.5274,-0.49205,0.8146,0.33226,0.036667,0.31359,0.23055,1.0131e+05,-18.421,1.225
173.98,-31.086,20,300,-0.3475,-0.43952,-0.58238,0.85815,0.31516,0.036522,0.30558,0.21868,1.0131e+05,-18.55,1.225
175.53,-32.436,20,300,0.050883,-0.51654,-0.41121,0.75036,0.272,0.04603,0.31357,0.18874,1.0131e+05,-18.303,1.225
175.66,-31.108,20,300,-0.10518,-0.3195,-0.62065,0.77935,0.2417,0.043889,0.28973,0.16771,1.0131e+05,-18.368,1.225
172,-32.308,20,300,-0.37251,-0.53137,-0.40447,0.86218,0.36835,0.035588,0.32737,0.25559,1.0131e+05,-18.48,1.225
172.28,-31.045,20,300,-0.5294,-0.48134,-0.43257,0.91203,0.34346,0.034073,0.30949,0.23832,1.0131e+05,-18.653,1.225
175.27,-29.897,20,300,-0.23102,-0.2836,-0.88655,1.0032,0.25264,0.038921,0.28187,0.1753,1.0131e+05,-18.552,1.225
173.82,-29.82,20,300,-0.45413,-0.482,-0.65695,0.98696,0.30644,0.037743,0.30759,0.21263,1.0131e+05,-18.771,1.225
172.33,-29.743,20,300,-0.7229,-0.55474,-0.3545,1.0605,0.32448,0.038423,0.31855,0.22515,1.0131e+05,-18.859,1.225
168.87,-21.757,20,300,-2.1937,-1.645,0.0014274,2.7594,0.34817,0.034466,0.307,0.24159,1.013e+05,-22.097,1.225
166.04,-24.339,20,300,-2.6335,-1.1596,0.059443,2.9029,0.33806,0.03156,0.29152,0.23457,1.013e+05,-22.417,1.225
168.92,-24.361,20,300,-2.1481,-1.3501,0.075931,2.5602,0.28996,0.043895,0.31643,0.2012,1.013e+05,-21.091,1.225
162.84,-24.295,20,300,-2.8563,-0.93322,0.053518,3.0363,0.37523,0.02633,0.28227,0.26036,1.013e+05,-23.463,1.225
165.78,-26.667,20,300,-2.4742,-0.77575,0.10489,2.618,0.3182,0.039476,0.31827,0.22079,1.013e+05,-21.129,1.225
169.18,-27.011,20,300,-1.7719,-0.87663,0.067674,2.014,0.29636,0.047837,0.33788,0.20564,1.0131e+05,-19.912,1.225
165.71,-29.108,20,300,-2.048,-0.34757,0.0096734,2.1005,0.35722,0.041768,0.34821,0.24787,1.013e+05,-20.182,1.225
168.96,-29.615,20,300,-1.3317,-0.45945,-0.082111,1.477,0.34138,0.041287,0.338,0.23688,1.0131e+05,-19.148,1.225
168.7,-31.932,20,300,-0.88746,-0.26582,-0.34607,1.068,0.38784,0.040505,0.35889,0.26911,1.0131e+05,-18.576,1.225
167.1,-31.657,20,300,-1.206,-0.11751,-0.37561,1.3038,0.39973,0.044241,0.38093,0.27737,1.0131e+05,-18.855,1.225
177.14,-32.447,20,300,0.24145,-0.36365,0.10876,0.71361,0.19602,0.049154,0.27814,0.13602,1.0131e+05,-18.425,1.225
175.36,-33.764,20,300,0.20051,-0.74136,-0.35945,0.90452,0.29814,0.043177,0.32115,0.20688,1.0131e+05,-18.408,1.225
176.96,-33.782,20,300,0.31667,-0.63531,-0.042833,0.83914,0.25049,0.046847,0.30732,0.17381,1.0131e+05,-18.558,1.225
175.06,-35.056,20,300,0.27227,-0.9442,-0.4695,1.1301,0.34666,0.037848,0.32632,0.24054,1.0131e+05,-18.568,1.225
176.81,-35.111,20,300,0.4049,-0.8411,-0.25661,1.0344,0.29151,0.042189,0.31461,0.20227,1.0131e+05,-18.697,1.225
178.43,-32.927,20,300,0.20509,-0.20337,0.70584,0.83418,0.18251,0.035016,0.21898,0.12664,1.0131e+05,-18.763,1.225
178.38,-34.15,20,300,0.33312,-0.4593,0.40313,0.8025,0.23766,0.041156,0.27625,0.16491,1.0131e+05,-18.842,1.225
178.3,-35.39,20,300,0.48214,-0.71542,0.013457,0.95645,0.28988,0.039568,0.30107,0.20114,1.0131e+05,-18.959,1.225
187.47,-38.555,20,300,0.0044732,-0.039412,0.19677,0.37871,0.5832,0.012901,0.24729,0.40467,1.0131e+05,-19.875,1.225
187.5,-36.155,20,300,-0.36331,0.075548,0.57059,0.70742,0.60881,0.012274,0.24704,0.42244,1.0131e+05,-19.769,1.225
184.36,-38.425,20,300,0.23677,-0.31722,0.16689,0.55065,0.47631,0.017482,0.25523,0.3305,1.0131e+05,-19.823,1.225
184.42,-36.061,20,300,-0.19149,-0.10392,0.52513,0.66717,0.49523,0.015629,0.24558,0.34363,1.0131e+05,-19.749,1.225
181.26,-38.236,20,300,0.51551,-0.65866,-0.045976,0.90626,0.3832,0.025221,0.27689,0.26589,1.0131e+05,-19.586,1.225
181.38,-35.862,20,300,0.21756,-0.33873,0.40593,0.71514,0.3446,0.025488,0.26101,0.23911,1.0131e+05,-19.499,1.225
182.9,-36.001,20,300,-0.092482,-0.16225,0.52608,0.65438,0.40598,0.018685,0.24488,0.2817,1.0131e+05,-19.655,1.225
201.29,-33.815,20,300,-0.036737,0.16809,0.58296,0.61466,0.64843,0.025067,0.36492,0.44993,1.0131e+05,-17.143,1.225
199.9,-34.374,20,300,-0.080453,0.25931,0.67467,0.73245,0.66799,0.024866,0.36872,0.4635,1.0131e+05,-17.496,1.225
201.24,-32.46,20,300,-0.15985,0.0093803,0.44756,0.50939,0.45752,0.022137,0.28706,0.31746,1.0131e+05,-17.047,1.225
199.9,-33.066,20,300,-0.179,0.13622,0.58283,0.63652,0.50632,0.023952,0.31394,0.35133,1.0131e+05,-17.365,1.225
202.79,-32.467,20,300,-0.06678,-0.077162,0.36228,0.41004,0.53097,0.019538,0.29018,0.36843,1.0131e+05,-16.812,1.225
202.83,-33.819,20,300,0.01151,0.076558,0.54012,0.553,0.67609,0.024092,0.36482,0.46912,1.0131e+05,-16.918,1.225
202.85,-35.174,20,300,0.12141,0.17908,0.66389,0.7135,0.79817,0.025638,0.40929,0.55383,1.0131e+05,-17.081,1.225
201.31,-35.171,20,300,0.03797,0.24975,0.69725,0.74917,0.75964,0.026032,0.4025,0.5271,1.0131e+05,-17.278,1.225
199.9,-35.684,20,300,0.017284,0.34241,0.75077,0.83455,0.7806,0.024795,0.39796,0.54164,1.0131e+05,-17.714,1.225
52.84,-8.1303,20,300,8.032,-0.24733,2.3935,8.4309,0.086036,0.1491,0.30872,0.059699,1.0133e+05,5.8038,1.225
52.979,-5.452,20,300,9.5999,0.073788,1.9858,9.8329,0.072233,0.0956,0.2265,0.050121,1.0132e+05,-5.8031,1.225
52.671,-10.92,20,300,2.0609,-0.51246,1.9027,4.5548,0.20724,0.54472,0.96005,0.1438,1.0134e+05,10.853,1.225
55.463,-10.817,20,300,1.9625,0.74134,1.5115,3.2151,0.22579,0.76542,1.1857,0.15667,1.0135e+05,21.158,1.225
